candidate_id,name,category,status,marco,hypothesis,baseline,metrics,benchmark_type,benchmark,required_configuration,expected_runtime_use,cost_to_measure,latency_to_measure,risks_to_measure,gate,evidence_generated,promotion_criteria,rejection_criteria,removal_criteria,substitute_candidate,substitute_reason,free_self_hosted_verification,source_or_reference,external_dependency,cost_policy
maximal__8-27-api-contract-load-and-e2e-testing__openapi-schema-regression,OpenAPI schema regression,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether OpenAPI schema regression improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__openapi-diff,OpenAPI diff,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether OpenAPI diff improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__load-test-gate,load test gate,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether load test gate improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__stress-test-gate,stress test gate,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether stress test gate improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__soak-test-gate,soak test gate,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether soak test gate improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__chaos-testing,chaos testing,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether chaos testing improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__fault-injection,fault injection,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether fault injection improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__dependency-outage-simulation,dependency outage simulation,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether dependency outage simulation improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__docs-as-tests,docs-as-tests,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether docs-as-tests improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__readme-command-validation,README command validation,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether README command validation improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-27-api-contract-load-and-e2e-testing__tutorial-smoke-test,tutorial smoke test,"8.27 API, Contract, Load and E2E Testing",DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether tutorial smoke test improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__power-analysis,power analysis,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether power analysis improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__minimum-detectable-effect,minimum detectable effect,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether minimum detectable effect improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__confidence-intervals,confidence intervals,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether confidence intervals improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__bootstrap-evaluation,bootstrap evaluation,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether bootstrap evaluation improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__paired-bootstrap-significance-test,paired bootstrap significance test,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether paired bootstrap significance test improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__permutation-tests,permutation tests,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether permutation tests improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__bayesian-a-b-testing,Bayesian A/B testing,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether Bayesian A/B testing improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__sequential-testing,sequential testing,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether sequential testing improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__multiple-hypothesis-correction,multiple hypothesis correction,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether multiple hypothesis correction improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__inter-rater-agreement,inter-rater agreement,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether inter-rater agreement improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__cohen-kappa,Cohen kappa,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether Cohen kappa improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
maximal__8-28-statistical-decision-science__krippendorff-alpha,Krippendorff alpha,8.28 Statistical Decision Science,DOCUMENTED_CANDIDATE,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether Krippendorff alpha improves final product output without paid dependency.,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,"[""output_quality"", ""groundedness"", ""coverage"", ""auditability"", ""risk_reduction""]",OUTPUT_VALUE,TBD_BY_IMPLEMENTATION; not required for catalog inclusion per user rule,free/self-hosted/local implementation; paid SaaS disabled,candidate_or_supporting_governance,free/self-hosted compute only; no paid SaaS dependency,not limiting per user rule,not primary risk control,free_self_hosted_and_output_value_gate,candidate_catalog_maximal_final_complementary_governed.csv,May be implemented if useful; benchmark not required for catalog inclusion; paid dependency remains disallowed.,"Remove if paid-only, non-free license, no output axis, or true duplicate alias.","Remove if later found paid-only, license-incompatible, or entirely unrelated to output quality.",,,REQUIRES_IMPLEMENTATION_LICENSE_CHECK; catalog inclusion assumes free/self-hosted or method-only; paid SaaS disabled,conversation_research_catalog_expansion,none_or_self_hosted_or_public_reference; no paid dependency allowed,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
