route_id,venue,market_id,condition_id,ticker,slug,question,category,volume,yes_token,entry_ts,entry_yes_price,terminal_yes_price,side,gross_pnl_per_contract,net_pnl_per_contract,return_on_stake,hit,history_points,history_window_days,entry_no_price,terminal_no_price,data_tier,price_source,entry_archive_date
PM_KALSHI_CONTRACT_PNL,Kalshi,KXFDAAPPROVE-CAM-26JUL01,KXFDAAPPROVE-CAM,KXFDAAPPROVE-CAM-26JUL01,KXFDAAPPROVE-CAM-26JUL01,"Will the FDA approve camizestrant for HR+/HER2- advanced breast cancer with ESR1 mutation before Jul 1, 2026?",FDA_FINAL_PDUFA_DECISION,4180.88,KXFDAAPPROVE-CAM-26JUL01,1781676000,0.135,0.0,BUY_NO,0.135,0.135,0.15606936416184972,True,121,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-26MAY-T0.3,KXPCECORE-26MAY,KXPCECORE-26MAY-T0.3,KXPCECORE-26MAY-T0.3,Will the rate of core PCE inflation be above 0.3% in May 2026?,PCE_RELEASE,49956.43,KXPCECORE-26MAY-T0.3,1781182800,0.36,0.0,ABSTAIN,0.0,0.0,,,301,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUKRETAIL-26JUN19-T2.0,KXUKRETAIL-26JUN19,KXUKRETAIL-26JUN19-T2.0,KXUKRETAIL-26JUN19-T2.0,Will United Kingdom retail sales MoM for May 2026 be above 2.0%?,RETAIL_SALES_RELEASE,317.88,KXUKRETAIL-26JUN19-T2.0,1780905600,0.12,0.0,BUY_NO,0.12,0.12,0.13636363636363635,True,169,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXACQANNOUNCESPACEX-27JAN01,KXACQANNOUNCESPACEX-27JAN01,KXACQANNOUNCESPACEX-27JAN01,KXACQANNOUNCESPACEX-27JAN01,"Will SpaceX announce acquisition of Cursor before Jan 1, 2027?",MA_PRE_ANNOUNCEMENT_OR_RUMOR,42675.46,KXACQANNOUNCESPACEX-27JAN01,1780441200,0.86,1.0,BUY_YES,0.14,0.14,0.16279069767441862,True,165,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUKGDPMOM-26JUN12-T-0.1,KXUKGDPMOM-26JUN12,KXUKGDPMOM-26JUN12-T-0.1,KXUKGDPMOM-26JUN12-T-0.1,Will UK GDP MoM for April 2026 be above -0.1%?,GDP_RELEASE,1000.12,KXUKGDPMOM-26JUN12-T-0.1,1780052400,0.515,0.0,ABSTAIN,0.0,0.0,,,97,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXAIRFARECPI-26JUN10-T298.0,KXAIRFARECPI-26JUN10,KXAIRFARECPI-26JUN10-T298.0,KXAIRFARECPI-26JUN10-T298.0,Will Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average for May 2026 be above 298.0ㅤ?,CPI_INFLATION_RELEASE,3656.45,KXAIRFARECPI-26JUN10-T298.0,1779847200,0.71,1.0,BUY_YES,0.29000000000000004,0.29000000000000004,0.4084507042253522,True,299,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUKUNRATE-26MAY13-T4.9,KXUKUNRATE-26MAY13,KXUKUNRATE-26MAY13-T4.9,KXUKUNRATE-26MAY13-T4.9,Will UK unemployment rate for March 2026 be above 4.9%?,UNEMPLOYMENT_RELEASE,1696.99,KXUKUNRATE-26MAY13-T4.9,1777986000,0.415,1.0,ABSTAIN,0.0,0.0,,,145,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXTOBACCPI-26MAY12-T1731.417,KXTOBACCPI-26MAY12,KXTOBACCPI-26MAY12-T1731.417,KXTOBACCPI-26MAY12-T1731.417,Will U.S. Consumer Price Index for All Urban Consumers: Tobacco and Smoking Products in U.S. City Average for April 2026 be above 1731.417ㅤ?,CPI_INFLATION_RELEASE,1334.0,KXTOBACCPI-26MAY12-T1731.417,1777921200,0.875,1.0,BUY_YES,0.125,0.125,0.14285714285714285,True,163,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUSNFP-26MAY08-T60,KXUSNFP-26MAY08,KXUSNFP-26MAY08-T60,KXUSNFP-26MAY08-T60,Will US nonfarm payrolls for April 2026 be above 60K?,PAYROLLS_JOBS_RELEASE,6561.46,KXUSNFP-26MAY08-T60,1777039200,0.585,1.0,ABSTAIN,0.0,0.0,,,178,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-26MAR-T0.2,KXPCECORE-26MAR,KXPCECORE-26MAR-T0.2,KXPCECORE-26MAR-T0.2,Will the rate of core PCE inflation be above 0.2% in March 2026?,PCE_RELEASE,21887.73,KXPCECORE-26MAR-T0.2,1776348000,0.675,1.0,BUY_YES,0.32499999999999996,0.32499999999999996,0.4814814814814814,True,166,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXFOMCDISSENTCOUNT-26APR-1,KXFOMCDISSENTCOUNT-26APR,KXFOMCDISSENTCOUNT-26APR-1,KXFOMCDISSENTCOUNT-26APR-1,How many dissenting votes at the next Fed meeting?,FOMC_DECISION,34207.76,KXFOMCDISSENTCOUNT-26APR-1,1776276000,0.6599999999999999,0.0,BUY_YES,-0.6599999999999999,-0.6599999999999999,-1.0,False,328,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUKRETAIL-26APR24-T0.5,KXUKRETAIL-26APR24,KXUKRETAIL-26APR24-T0.5,KXUKRETAIL-26APR24-T0.5,Will United Kingdom retail sales MoM for March 2026 be above 0.5%?,RETAIL_SALES_RELEASE,837.0,KXUKRETAIL-26APR24-T0.5,1775808000,0.235,1.0,BUY_NO,-0.765,-0.765,-1.0,False,195,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUSRETAIL-26APR21-T1.2,KXUSRETAIL-26APR21,KXUSRETAIL-26APR21-T1.2,KXUSRETAIL-26APR21-T1.2,Will United States retail sales MoM for March 2026 be above 1.2%?,RETAIL_SALES_RELEASE,7553.06,KXUSRETAIL-26APR21-T1.2,1775822400,0.505,1.0,ABSTAIN,0.0,0.0,,,244,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXEARNINGSMENTIONJNJ-26APR14-AI,KXEARNINGSMENTIONJNJ-26APR14,KXEARNINGSMENTIONJNJ-26APR14-AI,KXEARNINGSMENTIONJNJ-26APR14-AI,What will Johnson & Johnson say during their next earnings call?,CORPORATE_LITIGATION_BINARY,22132.26,KXEARNINGSMENTIONJNJ-26APR14-AI,1775178000,0.3,0.0,BUY_NO,0.3,0.3,0.4285714285714286,True,265,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCPI-26MAR-T0.7,KXCPI-26MAR,KXCPI-26MAR-T0.7,KXCPI-26MAR-T0.7,Will CPI rise more than 0.7% in March 2026?,CPI_INFLATION_RELEASE,252796.55,KXCPI-26MAR-T0.7,1774616400,0.83,1.0,BUY_YES,0.17000000000000004,0.17000000000000004,0.20481927710843378,True,335,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXLIVENATIONUS-30-JAN01,KXLIVENATIONUS-30,KXLIVENATIONUS-30-JAN01,KXLIVENATIONUS-30-JAN01,"Will the DOJ win their antitrust lawsuit against Live Nation before Jan 1, 2030?",ANTITRUST_ENFORCEMENT_SINGLE_NAME,61902.0,KXLIVENATIONUS-30-JAN01,1773432000,0.09,0.0,BUY_NO,0.09,0.09,0.0989010989010989,True,271,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXFOMCDISSENTCOUNT-26MAR-1,KXFOMCDISSENTCOUNT-26MAR,KXFOMCDISSENTCOUNT-26MAR-1,KXFOMCDISSENTCOUNT-26MAR-1,How many dissenting votes at the next Fed meeting?,FOMC_DECISION,14655.0,KXFOMCDISSENTCOUNT-26MAR-1,1772647200,0.33,1.0,BUY_NO,-0.6699999999999999,-0.6699999999999999,-1.0,False,290,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-26JAN-T0.3,KXPCECORE-26JAN,KXPCECORE-26JAN-T0.3,KXPCECORE-26JAN-T0.3,Will the rate of core PCE inflation be above 0.3% in January 2026?,PCE_RELEASE,75183.0,KXPCECORE-26JAN-T0.3,1772197200,0.62,1.0,ABSTAIN,0.0,0.0,,,237,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUSDEBT-130,KXUSDEBT,KXUSDEBT-130,KXUSDEBT-130,Will US debt be more than 130% of GDP before 2026?,GDP_RELEASE,180945.0,KXUSDEBT-130,1772157600,0.06,0.0,BUY_NO,0.06,0.06,0.06382978723404255,True,270,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCPI-26FEB-T0.3,KXCPI-26FEB,KXCPI-26FEB-T0.3,KXCPI-26FEB-T0.3,Will CPI rise more than 0.3% in February 2026?,CPI_INFLATION_RELEASE,119985.0,KXCPI-26FEB-T0.3,1772024400,0.125,0.0,BUY_NO,0.125,0.125,0.14285714285714285,True,315,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCONGESTIONSUIT-28,KXCONGESTIONSUIT-28,KXCONGESTIONSUIT-28,KXCONGESTIONSUIT-28,Will the MTA win its congestion pricing lawsuit against Trump?,CORPORATE_LITIGATION_BINARY,4948.0,KXCONGESTIONSUIT-28,1771570800,0.8300000000000001,1.0,BUY_YES,0.16999999999999993,0.16999999999999993,0.20481927710843364,True,62,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXGDP-26JAN30-T3.0,KXGDP-26JAN30,KXGDP-26JAN30-T3.0,KXGDP-26JAN30-T3.0,Will **real GDP** increase by more than 3.0% in Q4 2025?,GDP_RELEASE,519578.0,KXGDP-26JAN30-T3.0,1770386400,0.585,0.0,ABSTAIN,0.0,0.0,,,316,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCPI-26JAN-T0.1,KXCPI-26JAN,KXCPI-26JAN-T0.1,KXCPI-26JAN-T0.1,Will CPI rise more than 0.1% in January 2026?,CPI_INFLATION_RELEASE,184087.0,KXCPI-26JAN-T0.1,1769781600,0.74,1.0,BUY_YES,0.26,0.26,0.35135135135135137,True,329,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCPICOMBO-26JAN-0024,KXCPICOMBO-26JAN,KXCPICOMBO-26JAN-0024,KXCPICOMBO-26JAN-0024,Will CPI be Above 0.0% AND YOYCPI be Above 2.4% for Jan 2026?,CPI_INFLATION_RELEASE,15319.0,KXCPICOMBO-26JAN-0024,1769612400,0.42500000000000004,0.0,ABSTAIN,0.0,0.0,,,313,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-25DEC-T0.3,KXPCECORE-25DEC,KXPCECORE-25DEC-T0.3,KXPCECORE-25DEC-T0.3,Will the rate of core PCE inflation be above 0.3% in December 2025?,PCE_RELEASE,5723.0,KXPCECORE-25DEC-T0.3,1768492800,0.72,1.0,BUY_YES,0.28,0.28,0.38888888888888895,True,317,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXFOMCDISSENTCOUNT-26JAN-3,KXFOMCDISSENTCOUNT-26JAN,KXFOMCDISSENTCOUNT-26JAN-3,KXFOMCDISSENTCOUNT-26JAN-3,How many dissenting votes at the next Fed meeting?,FOMC_DECISION,33240.0,KXFOMCDISSENTCOUNT-26JAN-3,1768417200,0.1,0.0,BUY_NO,0.1,0.1,0.11111111111111112,True,331,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUSNY-29,KXUSNY-29,KXUSNY-29,KXUSNY-29,Will Trump win his lawsuit against New York for its sancutary cities law?,CORPORATE_LITIGATION_BINARY,10624.0,KXUSNY-29,1767301200,0.03,0.0,BUY_NO,0.03,0.03,0.030927835051546393,True,274,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCPI-25DEC-T0.3,KXCPI-25DEC,KXCPI-25DEC-T0.3,KXCPI-25DEC-T0.3,Will CPI rise more than 0.3% in December 2025?,CPI_INFLATION_RELEASE,179081.0,KXCPI-25DEC-T0.3,1767103200,0.13,0.0,BUY_NO,0.13,0.13,0.14942528735632185,True,334,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXECONSTATU3-25DEC-T4.4,KXECONSTATU3-25DEC,KXECONSTATU3-25DEC-T4.4,KXECONSTATU3-25DEC-T4.4,Unemployment rate in Dec 2025?,UNEMPLOYMENT_RELEASE,4506.0,KXECONSTATU3-25DEC-T4.4,1766757600,0.12000000000000001,1.0,BUY_NO,-0.88,-0.88,-1.0,False,333,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXFTCANTITRUST-26-M,KXFTCANTITRUST-26,KXFTCANTITRUST-26-M,KXFTCANTITRUST-26-M,"Will the FTC launch an antitrust lawsuit against Microsoft before Jan 1, 2026?",ANTITRUST_ENFORCEMENT_SINGLE_NAME,8363.0,KXFTCANTITRUST-26-M,1766044800,0.03,0.0,BUY_NO,0.03,0.03,0.030927835051546393,True,286,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXDJTCNN-26,KXDJTCNN-26,KXDJTCNN-26,KXDJTCNN-26,Will Trump sue CNN before 2026?,CORPORATE_LITIGATION_BINARY,5939.0,KXDJTCNN-26,1766041200,0.035,0.0,BUY_NO,0.035,0.035,0.036269430051813475,True,284,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXDJTMSNBC-26,KXDJTMSNBC-26,KXDJTMSNBC-26,KXDJTMSNBC-26,Will Trump sue MSNBC before 2026?,CORPORATE_LITIGATION_BINARY,2915.0,KXDJTMSNBC-26,1766041200,0.045,0.0,BUY_NO,0.045,0.045,0.04712041884816754,True,285,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXNYTOAISETTLE-25DEC31,KXNYTOAISETTLE-25DEC31,KXNYTOAISETTLE-25DEC31,KXNYTOAISETTLE-25DEC31,Will the Times settle its OpenAI lawsuit?,CORPORATE_LITIGATION_BINARY,22714.0,KXNYTOAISETTLE-25DEC31,1766293200,0.055,0.0,BUY_NO,0.055,0.055,0.058201058201058205,True,240,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXVACCINEW-25-DEC31,KXVACCINEW-25,KXVACCINEW-25-DEC31,KXVACCINEW-25-DEC31,Will any Covid vaccine lose its FDA approval in the US in 2025?,FDA_FINAL_PDUFA_DECISION,134808.0,KXVACCINEW-25-DEC31,1765983600,0.035,0.0,BUY_NO,0.035,0.035,0.036269430051813475,True,313,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXINJS-25-DEC31,KXINJS-25,KXINJS-25-DEC31,KXINJS-25-DEC31,"Will a bill limiting nationwide injunctions by district court judges passes the Senate before Dec 31, 2025?",CORPORATE_LITIGATION_BINARY,8086.0,KXINJS-25-DEC31,1765983600,0.02,0.0,BUY_NO,0.02,0.02,0.020408163265306124,True,282,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXINJLAW-25-DEC31,KXINJLAW-25,KXINJLAW-25-DEC31,KXINJLAW-25-DEC31,"Will a bill limiting nationwide injunctions by district court judges becomes law before Dec 31, 2025?",CORPORATE_LITIGATION_BINARY,437.0,KXINJLAW-25-DEC31,1766242800,0.02,0.0,BUY_NO,0.02,0.02,0.020408163265306124,True,220,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXSFFASUIT-25,KXSFFASUIT-25,KXSFFASUIT-25,KXSFFASUIT-25,Will the Department of Justice sue an AAU university for failing to comply with Students For Fair Admission v Harvard this year?,CORPORATE_LITIGATION_BINARY,3942.0,KXSFFASUIT-25,1766242800,0.02,0.0,BUY_NO,0.02,0.02,0.020408163265306124,True,222,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-25NOV-T0.2,KXPCECORE-25NOV,KXPCECORE-25NOV-T0.2,KXPCECORE-25NOV-T0.2,Will the rate of core PCE inflation be above 0.2% in November 2025?,PCE_RELEASE,1716.0,KXPCECORE-25NOV-T0.2,1765202400,0.71,0.0,BUY_YES,-0.71,-0.71,-1.0,False,195,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCPI-25NOV-T0.2,KXCPI-25NOV,KXCPI-25NOV-T0.2,KXCPI-25NOV-T0.2,Will CPI rise more than 0.2% in November 2025?,CPI_INFLATION_RELEASE,568279.0,KXCPI-25NOV-T0.2,1764856800,0.13,0.0,BUY_NO,0.13,0.13,0.14942528735632185,True,331,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXNEWDRUGS-25-40,KXNEWDRUGS-25,KXNEWDRUGS-25-40,KXNEWDRUGS-25-40,Will the FDA approve more than 40 novel drugs in 2025,FDA_FINAL_PDUFA_DECISION,8700.0,KXNEWDRUGS-25-40,1763499600,0.7949999999999999,1.0,BUY_YES,0.20500000000000007,0.20500000000000007,0.2578616352201259,True,301,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-25OCT-T0.3,KXPCECORE-25OCT,KXPCECORE-25OCT-T0.3,KXPCECORE-25OCT-T0.3,Will the rate of core PCE inflation be above 0.3% in October 2025?,PCE_RELEASE,3234.0,KXPCECORE-25OCT-T0.3,1763215200,0.055,0.0,BUY_NO,0.055,0.055,0.058201058201058205,True,212,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXACQUIREPUMPFUN-25,KXACQUIREPUMPFUN-25,KXACQUIREPUMPFUN-25,KXACQUIREPUMPFUN-25,Will pump.fun announces an acquisition of any company in 2025?,MA_PRE_ANNOUNCEMENT_OR_RUMOR,2315.0,KXACQUIREPUMPFUN-25,1761253200,0.14500000000000002,1.0,BUY_NO,-0.855,-0.855,-1.0,False,310,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXABCDISNEYSUE-25,KXABCDISNEYSUE-25,KXABCDISNEYSUE-25,KXABCDISNEYSUE-25,Will Donald Trump or the federal government sue the American Broadcasting Company (ABC) or the Walt Disney Company before November 2025?,CORPORATE_LITIGATION_BINARY,21697.0,KXABCDISNEYSUE-25,1760796000,0.05,0.0,BUY_NO,0.05,0.05,0.052631578947368425,True,331,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-25SEP-T0.2,KXPCECORE-25SEP,KXPCECORE-25SEP-T0.2,KXPCECORE-25SEP-T0.2,Will the rate of core PCE inflation be above 0.2% in September 2025?,PCE_RELEASE,5766.0,KXPCECORE-25SEP-T0.2,1760706000,0.505,0.0,ABSTAIN,0.0,0.0,,,320,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXGDP-25OCT30-T3.5,KXGDP-25OCT30,KXGDP-25OCT30-T3.5,KXGDP-25OCT30-T3.5,Will **real GDP** increase by more than 3.5% in Q3 2025?,GDP_RELEASE,190048.0,KXGDP-25OCT30-T3.5,1760619600,0.32,1.0,BUY_NO,-0.6799999999999999,-0.6799999999999999,-1.0,False,333,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXACQUIRECOINBASE-25,KXACQUIRECOINBASE-25,KXACQUIRECOINBASE-25,KXACQUIRECOINBASE-25,Will Coinbase announces an acquisition of any company in 2025?,MA_PRE_ANNOUNCEMENT_OR_RUMOR,11477.0,KXACQUIRECOINBASE-25,1760454000,0.4,1.0,ABSTAIN,0.0,0.0,,,303,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCPICORE-25SEP-T0.4,KXCPICORE-25SEP,KXCPICORE-25SEP-T0.4,KXCPICORE-25SEP-T0.4,Will core inflation rise more than 0.4% in September?,CPI_INFLATION_RELEASE,14625.0,KXCPICORE-25SEP-T0.4,1759323600,0.03,0.0,BUY_NO,0.03,0.03,0.030927835051546393,True,325,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXDRAKEUMGSUIT-27,KXDRAKEUMGSUIT-27,KXDRAKEUMGSUIT-27,KXDRAKEUMGSUIT-27,Will Drake win his lawsuit against UMG?,CORPORATE_LITIGATION_BINARY,17252.0,KXDRAKEUMGSUIT-27,1759161600,0.29500000000000004,0.0,BUY_NO,0.29500000000000004,0.29500000000000004,0.41843971631205684,True,263,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-25AUG-T0.2,KXPCECORE-25AUG,KXPCECORE-25AUG-T0.2,KXPCECORE-25AUG-T0.2,Will the rate of core PCE inflation be above 0.2% in August 2025?,PCE_RELEASE,72423.0,KXPCECORE-25AUG-T0.2,1757682000,0.37,0.0,ABSTAIN,0.0,0.0,,,333,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXFOMCVOTE-DISSENT-25OCT31,KXFOMCVOTE-DISSENT-25OCT31,KXFOMCVOTE-DISSENT-25OCT31,KXFOMCVOTE-DISSENT-25OCT31,Will anyone dissent at the next Fed meeting?,FOMC_DECISION,133453.0,KXFOMCVOTE-DISSENT-25OCT31,1757181600,0.575,1.0,ABSTAIN,0.0,0.0,,,263,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCPI-25AUG-T0.3,KXCPI-25AUG,KXCPI-25AUG-T0.3,KXCPI-25AUG-T0.3,Will CPI rise more than 0.3% in August 2025?,CPI_INFLATION_RELEASE,629384.0,KXCPI-25AUG-T0.3,1756386000,0.425,1.0,ABSTAIN,0.0,0.0,,,334,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-25JUL-T0.3,KXPCECORE-25JUL,KXPCECORE-25JUL-T0.3,KXPCECORE-25JUL-T0.3,Will the rate of core PCE inflation be above 0.3% in July 2025?,PCE_RELEASE,24029.0,KXPCECORE-25JUL-T0.3,1755262800,0.08,0.0,BUY_NO,0.08,0.08,0.08695652173913043,True,329,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXJOBLESSCLAIMS-25AUG28-230000,KXJOBLESSCLAIMS-25AUG28,KXJOBLESSCLAIMS-25AUG28-230000,KXJOBLESSCLAIMS-25AUG28-230000,"How many initial jobless claims will there be the week ending Aug 23, 2025?",UNEMPLOYMENT_RELEASE,4637.0,KXJOBLESSCLAIMS-25AUG28-230000,1755435600,0.22,0.0,BUY_NO,0.22,0.22,0.28205128205128205,True,260,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXJOBLESSCLAIMS-25AUG21-230000,KXJOBLESSCLAIMS-25AUG21,KXJOBLESSCLAIMS-25AUG21-230000,KXJOBLESSCLAIMS-25AUG21-230000,"How many initial jobless claims will there be the week ending Aug 16, 2025?",UNEMPLOYMENT_RELEASE,1040.0,KXJOBLESSCLAIMS-25AUG21-230000,1754830800,0.22,1.0,BUY_NO,-0.78,-0.78,-1.0,False,261,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXCPICORE-25JUL-T0.3,KXCPICORE-25JUL,KXCPICORE-25JUL-T0.3,KXCPICORE-25JUL-T0.3,Will core inflation rise more than 0.3% in July?,CPI_INFLATION_RELEASE,51944.0,KXCPICORE-25JUL-T0.3,1753794000,0.365,0.0,ABSTAIN,0.0,0.0,,,307,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXJOBLESSCLAIMS-25AUG07-230000,KXJOBLESSCLAIMS-25AUG07,KXJOBLESSCLAIMS-25AUG07-230000,KXJOBLESSCLAIMS-25AUG07-230000,"How many initial jobless claims will there be the week ending Aug 2, 2025?",UNEMPLOYMENT_RELEASE,4186.0,KXJOBLESSCLAIMS-25AUG07-230000,1753624800,0.33,0.0,BUY_NO,0.33,0.33,0.4925373134328359,True,226,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXOAIMUSKSETTLE-25JUL,KXOAIMUSKSETTLE-25JUL,KXOAIMUSKSETTLE-25JUL,KXOAIMUSKSETTLE-25JUL,Will Elon Musk settle his lawsuit with OpenAI before Jul 2025?,CORPORATE_LITIGATION_BINARY,5526.0,KXOAIMUSKSETTLE-25JUL,1750428000,0.045000000000000005,0.0,BUY_NO,0.045000000000000005,0.045000000000000005,0.04712041884816755,True,228,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXSELZER-25,KXSELZER-25,KXSELZER-25,KXSELZER-25,Will Trump's lawsuit against Ann Selzer be dismissed before Jul 2025?,CORPORATE_LITIGATION_BINARY,23372.0,KXSELZER-25,1750168800,0.06,0.0,BUY_NO,0.06,0.06,0.06382978723404255,True,291,14,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXAPSUIT-28,KXAPSUIT-28,KXAPSUIT-28,KXAPSUIT-28,Will the AP win their lawsuit against the White House?,CORPORATE_LITIGATION_BINARY,11326.0,KXAPSUIT-28,1743278400,0.365,1.0,ABSTAIN,0.0,0.0,,,135,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXTIKTOKINJ,KXTIKTOKINJ,KXTIKTOKINJ,KXTIKTOKINJ,Will the Supreme Court grant TikTok's injunction against a ban?,CORPORATE_LITIGATION_BINARY,55899.0,KXTIKTOKINJ,1736179200,0.34,0.0,BUY_NO,0.34,0.34,0.5151515151515152,True,142,11,,,historical,kalshi_candlesticks_60m_w4b_universe,
