source,market_id,condition_id,slug,question,category,end_date,closed_time,volume_num,liquidity_num,yes_token,no_token,terminal_yes_price,outcomes_json,prices_json
gamma_closed_markets,558947,0xe99cc59f32b10d23acf196d1a0e8264ea30fca198428acadd3464b06ff60e771,will-colombia-win-the-2026-fifa-world-cup-734,Will Colombia win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-08 01:57:31+00,104668584.41449788,,98803390175521456712653678280474920637934596234667490983228578374641217211132,66826965351166675155887515167306086307412332225034738589879767944935462342380,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,1484949,0x7cb525e831729325d651017f81cbcb6f1adde5011c7b2283babea00b4ae93ae7,netanyahu-out-by-march-31-854,Netanyahu out by March 31?,,2026-03-31T00:00:00Z,2026-04-05 06:13:09+00,104205875.48971872,,68651215661669695672235506829747686724194100790999648420763714425224567728520,73662070458561467734997715458900555626841827840002814944742182699282770895284,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558952,0x67443cb1ffb2bf180f7df5b6ca7adff63f7e8e933c7e41405ba118f3e9f8befb,will-canada-win-the-2026-fifa-world-cup-755,Will Canada win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-04 22:13:29+00,102858402.64237365,,99303605181956827630838461879484468077121754034387765735989859308848389894408,69727421603231227453181655442677441322028725849495647325726292556190704508348,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,553813,0xd6e0317cee513cc3afdc1954ac576b241ad2287536e88b17fd3a77b4c3d0976e,fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,Fed increases interest rates by 25+ bps after October 2025 meeting?,,2025-10-29T12:00:00Z,2025-10-31 03:33:31+00,102216689.131463,,60156625646569576964584621291475860303247825215466310280401996727843189574431,75662380910516595836713877605277832183886163391379455962356909608435996726535,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,506742,0x341f95039c52c92771e5bc889c2482ef8472bf82a1a5d222051eb0b62a6cf23f,nottingham-forest-wins-the-premier-league,Nottingham Forest wins the Premier League?,,2025-05-25T12:00:00Z,2025-04-13 18:53:29+00,101429202.233424,,26236892725262807235372062505277176822581817393263948638256147417812762302719,88622598699701433637163071032576232752219887205018441110238931614665163964172,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,601698,0x35cc41270f5cdfd59b45e68ab85dc51b0b900d286a6c74ea006b8572d9ff5934,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,Fed decreases interest rates by 25 bps after January 2026 meeting?,,2026-01-28T00:00:00Z,2026-01-28 22:54:06+00,101211542.667667,,92703761682322480664976766247614127878023988651992837287050266308961660624165,48193521645113703700467246669338225849301704920590102230072263970163239985027,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,1994007,0x9823d715687a0a82d2a03731792e83bf58a0409f10def1379e00e4d67a95ba69,israel-x-hezbollah-ceasefire-by-april-18-2026,"Israel x Hezbollah ceasefire by April 18, 2026?",,2026-04-15T00:00:00Z,2026-04-21 00:28:28+00,98599882.2899258,,44311756652055588440685018443862158389922949244484310992758163450991876928963,76961712494983889435156967321024449098092181934237646924796561109440405431229,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,558955,0xbaf7780f9059e34b84301fd411f8dc573b4d56adfe6e0cda33daf304b1438da4,will-ecuador-win-the-2026-fifa-world-cup-986,Will Ecuador win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-01 07:21:31+00,96888032.22035679,,39971087496427056640429359043364261029374524049464674733142166279730655826181,76638532101043658630369484092110685720624002077285242368448475410253808399541,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558981,0xcd836ec4d94b8a4ddc5713d80fe9db245d2fb4796eaf12337974da1b4e96100d,will-congo-dr-win-the-2026-fifa-world-cup,Will Congo DR win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-01 21:10:43+00,96120346.28892957,,87403333427856945144645806003352057704193778078820484282942507058200689996202,43528414195007977002195624860045129351164807876978747566236159804271175691009,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558949,0x0189df05ed7bf84d799213b01a79571e305c03b2ac5359cfbb3a323448ba20fa,will-japan-win-the-2026-fifa-world-cup-112,Will Japan win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-06-29 22:14:40+00,95790683.29305987,,19159976531313550247579355752030367100657092033093647047491459813592996250034,30480347120583372139084467958111617967991872806450711152133323106144105346695,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,253610,0x63634b4e14297a748923f86dca4fa0c6c659db0f5fadeeb8e419e48e20759c34,will-hillary-clinton-win-the-2024-us-presidential-election,Will Hillary Clinton win the 2024 US Presidential Election?,,2024-11-05T00:00:00Z,2024-11-06 19:45:30+00,93307167.686999,,79316691944049488812500733050438507204613781002222375264046442941003895009475,81996907021530768903266356962155871449963890840127658427020993407290924449685,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,504873,0x90f5098954615b11f095156ac37913a70f8c7cf2978ab6b61d8d789bab1cf2d9,will-gavin-newsom-be-d-nom-for-vp-on-election-day,Will Gavin Newsom be D-nom for VP on Election Day?,,2024-11-04T12:00:00Z,2024-11-05 14:09:03+00,92886849.31616,,87856116025836548805521972902914933594725243769326425250809353505894606641631,106243684813007257594120019414737403734811980133622093318580768752843970007093,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,566189,0xd02f8e3b72040d933427396f9f0a9cb740a0adefcec46e345211fa0fc5b975e9,will-chelsea-win-the-202526-english-premier-league,Will Chelsea win the 2025–26 English Premier League?,,2026-05-27T00:00:00Z,2026-03-21 23:28:27+00,91279169.5885377,,4734042497442858120220579084209162734274921804273685518501720660121256784098,13665856474824246252882373981735747012808966011418599989960226198773124694185,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,797327,0xac9c6628a5398bb2a06f566854270a9fbc7f2badec4329d3b5fdc1407291c35b,will-trump-release-the-epstein-files-by-december-19-771,Will Trump release the Epstein files by December 19?,,,2025-12-24 00:37:17+00,90915983.771306,,97631444429136963410558776454705646247419477447963422218240880878426855760467,34188370521545317859498608346413216508496002972158011829434310572295579807749,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,558969,0x5a59d269c2b5108cd2f64c624e46ee2c8b5cfd88b882582565f927918315b6aa,will-algeria-win-the-2026-fifa-world-cup,Will Algeria win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-03 08:09:47+00,90337041.03721622,,58392024727359233794992635293106675983094683080284912908526627785964160484939,49871252661742427315226109307954871479267113637891510501334531720454017709951,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,1198423,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,"US strikes Iran by February 28, 2026?",,2026-01-31T00:00:00Z,2026-02-28 09:31:17+00,89652867.363489,,110790003121442365126855864076707686014650523258783405996925622264696084778807,10832696757358093775468120009000761778513405247768868107262967513475277652998,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,2446852,0x86f5b0f1934bb39421651ad2ba0f04494700ba9e95663a5c141a8674c4978c15,will-ronaldo-cry-at-the-world-cup-20260604013616610,Will Ronaldo Cry at the World Cup?,,,2026-07-10 00:46:11+00,89210513.79233912,,70563299267515386481251787764905458483722161674933642786238649081287869119194,109392421932188039945545044017437190536265072491394447153785057292645948915384,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,558967,0x881a3ffa618b6ae0ab95a5637e310afb1afc2d99c921bfe3235b15eccfce0344,will-ghana-win-the-2026-fifa-world-cup,Will Ghana win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-04 06:45:40+00,89137687.48381385,,43907673646206657865778036957293730446366626078011238443367990170655175896145,10398766811303655595339782235864350348828881761515262235130136230008770201075,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558958,0x098e2be3df8ab529940c567819f8ef007cf007820e9d627642a5bbfaa42af372,will-australia-win-the-2026-fifa-world-cup-816,Will Australia win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-03 23:59:52+00,88367393.01311678,,43661509251351142169227141691164122649250455115438867334436875294380701133091,36726371220435722462734467218102931225443889493446335046337202920930764439505,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,506743,0x0c0fbd8b82167afa7d8549d04d9e8f7accb3ae0e93395935ca7c2c03977f4760,southampton-wins-the-premier-league,Southampton wins the Premier League?,,2025-05-25T12:00:00Z,2025-01-25 20:46:29+00,88209349.4471296,,20832933656054158835732321660966223238114947766668813575333655613524039271955,37961695791793163431711930656418715625837838134387631084919449718689491160875,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,534189,0xa4f51ae09144ebedb1e4329a28597dcb25217be1050fb76b86335837943bf519,will-lee-jae-myung-be-elected-the-next-president-of-south-korea,Will Lee Jae-myung be elected the next president of South Korea?,,2025-06-03T12:00:00Z,2025-06-03 21:33:32+00,88035547.447225,,106153378961102532315642223211322829491902773315904192835321056658787574388535,77444435762420711044339640645792265526010696615911175439180482698545420366139,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,1919425,0x0e4a0c937b8934c2475613b6322b3f8edc8dedc24762e01e42b0e6f87424a089,us-x-iran-permanent-peace-deal-by-may-31-2026-333-871-241-192-799-449-125,"US x Iran permanent peace deal by May 31, 2026?",,2026-05-31T00:00:00Z,2026-06-01 12:17:00+00,87888981.28583376,,72094069823942324362885404801938332659316240217382754851102758232469673300092,42918220085288219341491829385501246298233444593663440094436147850542032590016,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,654413,0xd6c49a94948e365aa74c09eef54d907b7ca534b243c387c375305d5cdd1afef3,will-the-fed-decrease-interest-rates-by-25-bps-after-the-march-2026-meeting,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,,2026-03-18T00:00:00Z,2026-03-18 21:18:07+00,87103283.7263213,,62938043365772447095885755955446362343142416536419862840923032141775380249586,89036168105179001192755120118050209760422683300339582903158940882158509550672,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,507873,0xadc74c7282d955d2603b56ba7eee2831b295bb71596a056e46e5848b13562377,will-the-miami-heat-win-the-2025-nba-finals,Will the Miami Heat win the 2025 NBA Finals?,,2025-06-23T12:00:00Z,2025-04-29 05:58:54+00,86041732.719889,,71756442590660491673156664734013342965864122310221063879432941094895719980340,67740208634199394092030948170002994321618139597644907007671740246862363143726,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558975,0xfe230d510eaf545198c0d62bb17871e5fe8989f1b19aa54c0c062b858360987c,will-austria-win-the-2026-fifa-world-cup,Will Austria win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-03 00:09:14+00,85671553.448979,,88168215299416146215691671077998911754346458567817860712850392736799004561327,88156352219650092845199724072742433369069988856568846096337560285593531555407,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,507300,0x7beceb04f7b1d4f0dde80b58c6f43c23b8ad54b21c693e172c974f480b46483c,will-inter-milan-win-the-uefa-champions-league,Will Inter Milan win the UEFA Champions League?,,2025-05-31T12:00:00Z,2025-06-01 00:05:52+00,82978657.0443518,,38626294313509935541386699081410949237349566230461651187135121754117545664676,65364971108743229299115080961714574928050691076397658748681151538041220144291,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558937,0x30d55d8124ee1e12dabe89201badc45669b81dff69e4ce44d961f32878ec178a,will-brazil-win-the-2026-fifa-world-cup-183,Will Brazil win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-06 01:16:04+00,81936874.65550427,,27576533317283401577758999384642760405921738493660383550832555714312627457443,52986718774908357330412653486471347449818893503063830313445318937088822580057,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,519075,0x784d67eb3b205e7f6543b09d8737d5dc1c2a14d43a102bbb59f7f4f94fc56135,romania-presidential-election-winner-will-hunor-kelemen-win-the-romanian-presidential-election,Will Hunor Kelemen win the Romanian presidential election?,,2025-12-31T12:00:00Z,2025-05-19 05:38:37+00,80897096.543524,0.0,76281740581554871499625003009408244592747070827294693281849801034738430468659,5779930821109846262669669484867584068088577191267413527354857886763878120297,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558939,0x1595b4818eeb1ea1e0bec5de6f057218e557feee9b405a0e930d290384fa1d16,will-germany-win-the-2026-fifa-world-cup-467,Will Germany win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-06-30 02:36:35+00,80873590.38103242,,81739002353269632749850710185641576213562066971072676369728657545679630163887,45484070731786948288366703334552551439356529561722304542938873238430842810537,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,812010,0x32707ae194389a70f25314ec934851daba12d893da616c492ffe8b655b7759a9,will-eleven-die-in-stranger-things-season-5,"Will Eleven die in ""Stranger Things: Season 5""?",,2025-12-31T00:00:00Z,2026-01-05 00:43:49+00,80824835.00196,,68403617023928319391393106546921684553483543294700440401405462140878184745736,8010285051162883778750284192345707717637236188180482207065972792464743283426,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558965,0x6972edb1b3f8cd8192651a665fc424dff846efe1c4a2376f628d4b20c704144c,will-senegal-win-the-2026-fifa-world-cup,Will Senegal win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-02 01:59:14+00,80692765.78550497,,32169302633723235235251659810064817019484855501133685217130365128535248672349,113265059897956746691843122168656761655221736394810246476379385708691102755798,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,551963,0xf2ce8d3897ac5009a131637d3575f1f91c579bd08eecce6ae2b2da0f32bbe6f1,xi-jinping-out-in-2025,Xi Jinping out in 2025?,,2025-12-31T23:55:00Z,2026-01-01 08:18:43+00,78655911.742866,,114304586861386186441621124384163963092522056897081085884483958561365015034812,112744882674787019048577842008042029962234998947364561417955402912669471494485,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558944,0x7876851632c295043c66536150a304cb785abdf712ba8489d298c6e6926be106,will-uruguay-win-the-2026-fifa-world-cup-932,Will Uruguay win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-06-27 05:15:26+00,78019361.83129518,,97239126062673310243763617236644392945530356142765650402171508075574679292913,19291692040378529618917910599727571242305935029274321291612270922648172794670,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558941,0x9be56371f6a29d12769b2f196847ee825b9585ebb8bfa042136be031b081eba1,will-netherlands-win-the-2026-fifa-world-cup-739,Will Netherlands win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-06-30 07:00:32+00,77727053.21317497,,55935183786009449883683540312350046975246300613283087403691731856990327029236,103711573894614472510743687764792452240919804104728889027222697502832804498206,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558980,0xd0dbdc94b28c5cffeef64ed6b13e5f0f2324fb177e5ffaa634b48c88fe18d5e7,will-sweden-win-the-2026-fifa-world-cup,Will Sweden win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-01 02:03:31+00,77544086.61694826,,41004484905556820430171783088292854654441952667499527125436634397522798168110,5505010946036330007136366602843685650332532780067992773464881166501235782352,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,669662,0x36e8ca24d2a13435f519f15580d42b45cdbe3bc425fb39a7c2733260357af0fa,will-there-be-no-change-in-fed-interest-rates-after-the-april-2026-meeting,Will there be no change in Fed interest rates after the April 2026 meeting?,,2026-04-29T00:00:00Z,2026-04-29 21:24:28+00,76909226.49304736,,63586620628756015058616403521099137018911742768824051367331188904593189743777,31766935524058663070405983804663917978960087327501512757848582448134393241922,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,502571,0x70de1b06646805d289744df352ed58b5612fafb3d0322e483243c32cb110f8a7,will-trump-launch-a-coin-before-the-election,Will Trump launch a coin before the election?,,2024-11-04T12:00:00Z,2024-10-18 00:22:28+00,76899060.598799,,104468264438118085465761163263611745362235161579898771567536629365715258090512,110956193269330984108742479380582706889793052817208611887999646282949901872730,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,669663,0xd4d00e5bf8b960cc37c74c1ec19e41e00b0706add203ddcfbb65ad006c5c223a,will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,,2026-04-29T00:00:00Z,2026-04-29 21:24:38+00,75978206.16104123,,9556122149160720922715284597610520228366807023831966638741974320131898296289,30695356184876659373803609107050405812738015124680927512315982415984867952338,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,503329,0xa8a63360ae663bec3cff1f34357c9a73378767f6ef1853f15de47701027fd141,will-the-patriots-win-super-bowl-2025,Will the Patriots win Super Bowl 2025?,,2025-02-09T12:00:00Z,2024-12-02 00:36:34+00,74275772.258203,,31300399306949971768449961247118568299701374047026733785221770769092315493347,75600188276302107134313150350605198202630590842724839689703495381032181513643,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,1162940,0x306d10d4a4d51b41910dbc779ca00908bd917c131541c5c42bbbc736258d2d56,us-forces-enter-iran-by-march-31-222-191-243-517-878-439-519,US forces enter Iran by March 31?,,2026-03-31T00:00:00Z,2026-04-05 06:15:11+00,73927762.4785615,,42750054381142639205639663180818682570869285140532640407891991570656047928885,81697486240392901899167649997008736380137911909662773455994395620863894931973,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
